batch007_seed_id	candidate_id	batch007_action	dedupe_action	final_row_status	original_doi	replication_doi	original_title	replication_title	current_root_pair_ids	dedupe_key_text	created_at
batch007_seed_43ee5c961c63bea6	api_candidate_841bec3b0192510c	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_already_represented	already_in_current_root_table		10.1525/collabra.37122	Gilovich and Medvec (1994) With Extensions Examining Responsibility	Revisiting the Temporal Pattern of Regret in Action Versus Inaction: Replication of Gilovich and Medvec (1994) With Extensions Examining Responsibility	fig1_pair_12cb14eaf37b11f1|fig1_pair_24fdad3dcd8286fb|fig1_pair_7677e9658c164950|fig1_pair_9ea2b87c277b84b8	10 1525 collabra 37122 gilovich and medvec 1994 with extensions examining responsibility revisiting the temporal pattern of regret in action versus inaction replication of gilovich and medvec 1994 with extensions examining responsibility gilovich and medvec 1994 with extensions examining responsibility revisiting the temporal pattern of regret in action versus inaction replication of gilovich and medvec 1994 with extensions examining responsibility	2026-05-06T03:12:07+00:00
batch007_seed_f091da48a0bbf38b	api_candidate_bbe6186e9ef7b3f6	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.15626/mp.2020.2470		Revisiting status quo bias		10 15626 mp 2020 2470 revisiting status quo bias unresolved original target revisiting status quo bias	2026-05-06T03:12:07+00:00
batch007_seed_96c521d0d25536b1	api_candidate_cea01115b41068aa	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.24425/ppb.2022.141862		Conceptual replication study of fifteen JDM effects: Insights from the Polish sample		10 24425 ppb 2022 141862 conceptual replication study of fifteen jdm effects insights from the polish sample unresolved original target conceptual replication study of fifteen jdm effects insights from the polish sample	2026-05-06T03:12:07+00:00
batch007_seed_9c6e317486fd29c0	api_candidate_f990ad92aaa05972	exclude_exact_pair_result_unless_new_outcome_or_new_source_family	skip_exact_pair_result_current_row	promoted_to_current_root_row	10.1037/0096-1523.1.3.288	10.31219/osf.io/x394e_v3	Hindsight is not equal to foresight: The effect of outcome knowledge on judgment under uncertainty	Hindsight Bias: A Preregistered Replication Study Of Fischhoff (1975) With An Extension On Depressive Symptoms As Moderation	fig1_pair_c0464f13e99419ba	10 1037 0096 1523 1 3 288 10 31219 osf io x394e v3 hindsight is not equal to foresight the effect of outcome knowledge on judgment under uncertainty hindsight bias a preregistered replication study of fischhoff 1975 with an extension on depressive symptoms as moderation unresolved original target hindsight bias a preregistered replication study of fischhoff 1975 with an extension on depressive symptoms as moderation	2026-05-06T03:12:07+00:00
batch007_seed_cb6e31165d8ef749	api_candidate_26a8e5e1bcbf5dec	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1098/rsos.211152		The tainted altruism effect: a successful pre-registered replication		10 1098 rsos 211152 the tainted altruism effect a successful pre registered replication unresolved original target the tainted altruism effect a successful pre registered replication	2026-05-06T03:12:07+00:00
batch007_seed_0c766f94ba6a67c6	api_candidate_42be8d177b91d04f	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.cortex.2024.11.016		A minor role for hemispheric specialization in determining pseudoneglect: A pre-registered replication-extension study		10 1016 j cortex 2024 11 016 a minor role for hemispheric specialization in determining pseudoneglect a pre registered replication extension study unresolved original target a minor role for hemispheric specialization in determining pseudoneglect a pre registered replication extension study	2026-05-06T03:12:07+00:00
batch007_seed_e7c8e0a248935a9a	api_candidate_2eda47acdf45e76c	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpsyg.2014.00786		Measuring the crowd within again: a pre-registered replication study		10 3389 fpsyg 2014 00786 measuring the crowd within again a pre registered replication study unresolved original target measuring the crowd within again a pre registered replication study	2026-05-06T03:12:07+00:00
batch007_seed_ca1a207df9cfd75e	api_candidate_35c434b56bea3ba8	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1007/s40806-022-00323-2		Darwinian Grandparenting Redux: a Pre-registered Replication and Extension		10 1007 s40806 022 00323 2 darwinian grandparenting redux a pre registered replication and extension unresolved original target darwinian grandparenting redux a pre registered replication and extension	2026-05-06T03:12:07+00:00
batch007_seed_72a6de27f5a82246	api_candidate_fbc648c4fc928c00	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.3389/fpsyg.2016.02081	Previous Studies	Convergence in the Bilingual Lexicon: A Pre-registered Replication of Previous Studies		10 3389 fpsyg 2016 02081 previous studies convergence in the bilingual lexicon a pre registered replication of previous studies previous studies convergence in the bilingual lexicon a pre registered replication of previous studies	2026-05-06T03:12:07+00:00
batch007_seed_3ecce6471739f72d	api_candidate_848d5160a722eead	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.3389/fpsyg.2015.00238		Corrigendum: Measuring the crowd within again: a pre-registered replication study		10 3389 fpsyg 2015 00238 corrigendum measuring the crowd within again a pre registered replication study unresolved original target corrigendum measuring the crowd within again a pre registered replication study	2026-05-06T03:12:07+00:00
batch007_seed_cf637e8f3fc28a63	api_candidate_238b0a0c1fcb9a1d	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.cogdev.2026.101690		Social memory in children from urban and rural Mozambique: A pre-registered replication study		10 1016 j cogdev 2026 101690 social memory in children from urban and rural mozambique a pre registered replication study unresolved original target social memory in children from urban and rural mozambique a pre registered replication study	2026-05-06T03:12:07+00:00
batch007_seed_47ea11b03d405ed6	api_candidate_82af4be889a41277	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.32872/spb.8557		Do environmental messages emphasising binding morals promote conservatives’ pro-environmentalism? A pre-registered replication		10 32872 spb 8557 do environmental messages emphasising binding morals promote conservatives pro environmentalism a pre registered replication unresolved original target do environmental messages emphasising binding morals promote conservatives pro environmentalism a pre registered replication	2026-05-06T03:12:07+00:00
batch007_seed_77ad1cacda978f7a	api_candidate_621b3232845ac420	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.cortex.2020.09.007		Anticipating words during spoken discourse comprehension: A large-scale, pre-registered replication study using brain potentials		10 1016 j cortex 2020 09 007 anticipating words during spoken discourse comprehension a large scale pre registered replication study using brain potentials unresolved original target anticipating words during spoken discourse comprehension a large scale pre registered replication study using brain potentials	2026-05-06T03:12:07+00:00
batch007_seed_5f5bf0e3a5e86f1e	api_candidate_be75317ff38d182a	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.24072/pci.rr.100609	of Kahneman and Tversky (1973)	The Representativeness Heuristic Revisited: Registered Replication Report of Kahneman and Tversky (1973)		10 24072 pci rr 100609 of kahneman and tversky 1973 the representativeness heuristic revisited registered replication report of kahneman and tversky 1973 of kahneman and tversky 1973 the representativeness heuristic revisited registered replication report of kahneman and tversky 1973	2026-05-06T03:12:07+00:00
batch007_seed_f31a9f5c78be8f46	api_candidate_9580035017c5b291	exclude_context_or_seed_hit	manual_review_before_repull	not_row_rejected_or_duplicate		10.1016/j.psychres.2024.115855		Group differences in OXT methylation between patients with Major Depressive Disorder and healthy controls: A pre-registered replication study		10 1016 j psychres 2024 115855 group differences in oxt methylation between patients with major depressive disorder and healthy controls a pre registered replication study unresolved original target group differences in oxt methylation between patients with major depressive disorder and healthy controls a pre registered replication study	2026-05-06T03:12:07+00:00
batch007_seed_fae1d776488faf05	api_candidate_feea00e7428dcc37	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.1016/j.jenvp.2022.101910	the gateway belief model – Results from a representative German sample	Pre-registered replication of the gateway belief model – Results from a representative German sample		10 1016 j jenvp 2022 101910 the gateway belief model results from a representative german sample pre registered replication of the gateway belief model results from a representative german sample the gateway belief model results from a representative german sample pre registered replication of the gateway belief model results from a representative german sample	2026-05-06T03:12:07+00:00
batch007_seed_f78c0e0079c705e1	api_candidate_9a6b74a967e69dba	exclude_under_current_policy_unless_policy_changes	skip_under_current_figure1_policy	not_row_rejected_after_value_scan		10.3758/s13414-020-02021-2	of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds	Registered Replication Report of Weissman, D. H., Jiang, J., &amp; Egner, T. (2014). Determinants of congruency sequence effects without learning and memory confounds		10 3758 s13414 020 02021 2 of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds registered replication report of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds registered replication report of weissman d h jiang j amp egner t 2014 determinants of congruency sequence effects without learning and memory confounds	2026-05-06T03:12:07+00:00
